qtr,down,TimeSecs,yrdline100,ydstogo,ScoreDiff,offense_team_id,defense_team_id,play_type_numeric
1,1,3600,80,10,0,26,2,1
1,2,3585,78,8,0,26,2,0
1,3,3554,76,6,0,26,2,1
1,1,3539,75,10,0,2,26,0
1,2,3507,72,7,0,2,26,1
1,1,3474,55,10,0,2,26,1
1,1,3438,30,10,0,2,26,0
1,2,3406,21,1,0,2,26,0
1,3,3365,23,3,0,2,26,1
1,1,3355,80,10,-3,26,2,0
1,2,3344,92,22,-3,26,2,1
1,3,3312,94,24,-3,26,2,1
1,1,3273,66,10,3,2,26,1
1,1,3238,42,10,3,2,26,0
1,2,3223,39,7,3,2,26,1
1,1,3192,17,10,3,2,26,0
1,2,3149,16,9,3,2,26,1
1,1,3115,6,6,3,2,26,0
1,2,3057,8,8,3,2,26,1
1,1,3050,80,10,-3,26,2,1
1,1,3028,67,10,-3,26,2,1
1,2,3024,67,10,-3,26,2,1
1,3,3020,67,10,-3,26,2,1
1,1,2987,80,10,3,2,26,0
1,2,2948,85,15,3,2,26,1
1,3,2943,85,15,3,2,26,1
1,1,2925,53,10,-3,26,2,1
1,2,2921,53,10,-3,26,2,1
1,3,2886,47,4,-3,26,2,1
1,1,2858,43,10,-3,26,2,0
1,2,2827,43,10,-3,26,2,0
1,3,2795,42,9,-3,26,2,1
1,4,2791,42,9,-3,26,2,0
1,1,2783,88,10,3,2,26,0
1,2,2752,85,7,3,2,26,1
1,1,2723,67,10,3,2,26,1
2,1,2700,54,10,3,2,26,0
2,2,2665,50,6,3,2,26,1
2,1,2623,42,10,3,2,26,0
2,2,2604,37,5,3,2,26,0
2,3,2562,33,1,3,2,26,1
2,1,2524,29,10,3,2,26,1
2,1,2493,6,6,3,2,26,0
2,2,2450,4,4,9,2,26,1
2,1,2444,80,10,-10,26,2,1
2,2,2418,74,4,-10,26,2,1
2,1,2393,68,10,-10,26,2,1
2,1,2362,43,10,-10,26,2,1
2,2,2339,37,4,-10,26,2,1
2,3,2336,37,4,-10,26,2,1
2,4,2311,34,1,-10,26,2,1
2,1,2274,16,10,-10,26,2,0
2,2,2251,11,5,-10,26,2,1
2,3,2248,11,5,-10,26,2,1
2,1,2231,77,10,7,2,26,1
2,2,2225,77,10,7,2,26,0
2,3,2195,70,3,7,2,26,1
2,1,2180,94,10,-7,26,2,1
2,2,2150,91,7,-7,26,2,1
2,3,2121,85,1,-7,26,2,1
2,1,2105,46,10,7,2,26,0
2,2,2087,40,4,7,2,26,0
2,3,2048,38,2,7,2,26,1
2,1,2006,35,10,7,2,26,0
2,2,1969,33,8,7,2,26,1
2,1,1920,34,20,7,2,26,1
2,2,1911,27,13,7,2,26,1
2,3,1876,15,1,7,2,26,0
2,1,1865,80,10,-10,26,2,1
2,1,1851,22,10,16,2,26,1
2,1,1845,80,10,-17,26,2,1
2,2,1840,80,10,-17,26,2,0
2,1,1823,69,10,-17,26,2,1
2,2,1808,89,30,-17,26,2,0
3,1,1792,84,10,17,2,26,0
3,3,1716,88,14,17,2,26,1
3,1,1705,8,8,-17,26,2,1
3,2,1700,8,8,-11,26,2,0
3,1,1692,80,10,10,2,26,1
3,2,1658,76,6,10,2,26,0
3,1,1614,66,10,10,2,26,0
3,2,1546,72,16,10,2,26,1
3,3,1504,67,11,10,2,26,1
3,1,1489,97,12,-10,26,2,1
3,2,1460,91,6,-10,26,2,1
3,1,1410,92,18,-10,26,2,1
3,1,1389,73,10,-10,26,2,1
3,2,1369,66,3,-10,26,2,0
3,3,1315,74,11,-10,26,2,1
3,1,1290,62,10,-10,26,2,1
3,1,1271,47,10,-10,26,2,1
3,2,1221,49,12,-10,26,2,1
3,1,1192,37,10,-10,26,2,1
3,2,1186,37,10,-10,26,2,0
3,1,1156,5,5,-10,26,2,0
3,2,1126,5,5,-4,26,2,1
3,1,1114,88,10,3,2,26,0
3,2,1059,93,15,3,2,26,1
3,3,1054,93,15,3,2,26,0
3,1,1013,73,10,3,2,26,0
3,2,986,64,1,3,2,26,0
3,1,942,62,10,3,2,26,0
4,2,900,60,8,3,2,26,0
4,3,862,56,4,3,2,26,1
4,1,825,42,10,3,2,26,0
4,2,789,43,11,3,2,26,1
4,1,761,30,10,3,2,26,0
4,2,703,34,14,3,2,26,1
4,3,659,26,6,3,2,26,1
4,1,649,80,10,-6,26,2,0
4,2,618,77,7,-6,26,2,1
4,1,602,53,10,-6,26,2,1
4,1,582,41,10,-6,26,2,1
4,1,551,20,10,-6,26,2,1
4,1,522,1,1,0,26,2,0
4,1,517,80,10,-1,2,26,1
4,1,479,36,10,-1,2,26,1
4,2,474,36,10,-1,2,26,0
4,3,435,36,10,-1,2,26,1
4,1,387,80,10,-2,26,2,1
4,2,361,76,6,-2,26,2,1
4,1,334,69,10,-2,26,2,1
4,2,301,65,6,-2,26,2,1
4,3,277,60,1,-2,26,2,0
4,1,272,49,10,-2,26,2,1
4,1,255,35,10,-2,26,2,1
4,1,242,41,16,-2,26,2,1
4,2,218,29,4,-2,26,2,0
4,3,194,26,1,-2,26,2,0
4,1,146,66,10,2,2,26,0
4,2,143,61,5,2,2,26,0
4,3,138,57,1,2,2,26,0
4,1,109,86,10,-2,26,2,1
4,2,82,84,8,-2,26,2,1
4,3,77,84,8,-2,26,2,1
1,1,3600,80,10,0,9,26,0
1,3,3500,92,22,0,9,26,0
1,1,3450,60,10,0,26,9,0
1,2,3429,59,9,0,26,9,1
1,3,3410,51,1,0,26,9,1
1,1,3400,87,10,0,9,26,0
1,2,3362,82,5,0,9,26,0
1,3,3318,79,2,0,9,26,1
1,1,3268,82,10,0,26,9,0
1,1,3243,68,10,0,26,9,0
1,2,3212,72,14,0,26,9,1
1,3,3176,65,7,0,26,9,1
1,1,3163,80,10,0,9,26,1
1,1,3125,65,10,0,9,26,0
1,2,3091,61,6,0,9,26,1
1,1,3054,47,10,0,9,26,0
1,2,3008,41,4,0,9,26,0
1,1,2972,36,10,0,9,26,1
1,1,2930,17,10,0,9,26,0
1,2,2887,14,7,0,9,26,1
1,1,2853,1,1,0,9,26,0
1,2,2810,1,1,0,9,26,1
1,3,2807,1,1,0,9,26,1
1,1,2799,80,10,-3,26,9,0
1,2,2778,78,8,-3,26,9,0
1,3,2737,80,10,-3,26,9,1
1,1,2719,86,10,3,9,26,0
2,2,2700,87,11,3,9,26,1
2,1,2657,69,10,3,9,26,0
2,2,2613,69,10,3,9,26,1
2,1,2569,55,10,3,9,26,1
2,3,2460,66,21,3,9,26,1
2,1,2423,85,10,-3,26,9,1
2,2,2395,83,8,-3,26,9,0
2,3,2366,83,8,-3,26,9,1
2,1,2350,77,15,3,9,26,0
2,2,2304,74,12,3,9,26,1
2,3,2271,79,17,3,9,26,1
2,1,2227,74,10,-3,26,9,1
2,2,2204,72,8,-3,26,9,0
2,3,2150,85,21,-3,26,9,1
2,1,2124,89,10,3,9,26,1
2,2,2089,84,5,3,9,26,0
2,3,2038,82,3,3,9,26,1
2,1,1963,82,15,3,9,26,1
2,2,1961,82,15,3,9,26,1
2,1,1920,66,10,3,9,26,1
2,1,1911,44,10,3,9,26,1
2,2,1906,44,10,3,9,26,1
2,1,1887,39,10,3,9,26,1
2,1,1859,28,10,3,9,26,1
2,2,1837,20,2,3,9,26,0
2,1,1830,8,8,3,9,26,1
2,1,1807,10,10,3,9,26,1
3,1,1793,80,10,-6,26,9,1
3,1,1766,68,10,-6,26,9,0
3,2,1735,74,16,-6,26,9,0
3,3,1696,79,21,-6,26,9,1
3,1,1655,80,10,-12,26,9,1
3,2,1649,80,10,-12,26,9,1
3,3,1645,80,10,-12,26,9,1
3,1,1633,68,10,12,9,26,0
3,2,1601,64,6,12,9,26,0
3,2,1571,71,13,12,9,26,1
3,3,1567,71,13,12,9,26,1
3,1,1537,32,10,12,9,26,0
3,2,1468,66,15,-12,26,9,1
3,1,1443,48,10,-12,26,9,1
3,1,1417,41,10,-12,26,9,0
3,1,1367,30,10,-12,26,9,1
3,2,1332,21,1,-12,26,9,1
3,1,1308,16,10,-12,26,9,1
3,2,1270,7,1,-12,26,9,1
3,1,1233,3,3,-12,26,9,1
3,2,1228,3,3,-12,26,9,1
3,1,1224,80,10,12,9,26,0
3,2,1159,79,9,12,9,26,1
3,1,1125,70,10,12,9,26,0
3,2,1084,66,6,12,9,26,0
3,3,1041,63,3,12,9,26,1
3,1,993,80,10,-12,26,9,0
3,2,957,71,1,-12,26,9,1
3,3,952,71,1,-12,26,9,0
3,1,916,68,10,-12,26,9,1
4,1,900,31,10,-12,26,9,0
4,2,873,28,7,-12,26,9,1
4,3,866,28,7,-12,26,9,1
4,1,849,73,10,9,9,26,0
4,2,803,69,6,9,9,26,0
4,1,763,60,10,9,9,26,0
4,2,722,58,8,9,9,26,0
4,3,681,52,2,9,9,26,0
4,1,639,49,10,9,9,26,0
4,2,598,45,6,9,9,26,1
4,1,563,39,10,9,9,26,0
4,2,492,40,11,9,9,26,0
4,3,451,39,10,9,9,26,1
4,1,435,30,10,-9,26,9,0
4,1,411,78,20,9,9,26,0
4,2,367,77,19,9,9,26,1
4,3,323,70,12,9,9,26,1
4,1,293,77,10,-9,26,9,1
4,1,287,66,10,-9,26,9,1
4,1,280,53,10,-9,26,9,1
4,1,269,46,15,9,9,26,0
4,2,265,44,13,9,9,26,0
4,3,260,42,11,15,9,26,1
4,1,247,80,10,-16,26,9,1
4,1,227,70,10,-16,26,9,1
4,1,222,59,10,-16,26,9,1
4,2,216,53,4,-16,26,9,1
4,1,208,21,10,-16,26,9,1
4,2,203,21,10,-16,26,9,1
4,3,175,12,1,-16,26,9,0
4,1,146,3,3,-16,26,9,0
4,2,123,1,1,-16,26,9,0
4,3,114,16,16,-16,26,9,1
4,4,86,6,6,-10,26,9,1
1,1,3593,82,10,0,25,26,0
1,2,3535,84,12,0,25,26,1
1,3,3496,77,5,0,25,26,1
1,1,3443,71,10,0,26,25,0
1,1,3418,61,10,0,26,25,0
1,1,3397,34,10,0,26,25,1
1,2,3393,34,10,0,26,25,1
1,3,3349,37,13,0,26,25,1
1,1,3311,20,10,0,26,25,0
1,2,3281,15,5,0,26,25,0
1,1,3248,9,9,0,26,25,1
1,2,3242,9,9,0,26,25,0
1,3,3196,12,12,0,26,25,1
1,1,3188,60,10,-3,25,26,0
1,2,3151,59,9,-3,25,26,1
1,3,3124,54,4,-3,25,26,1
1,1,3075,98,10,3,26,25,1
1,2,3071,98,10,3,26,25,0
1,3,3009,97,9,3,26,25,1
1,1,2987,88,10,3,26,25,0
1,2,2958,92,14,3,26,25,0
1,3,2924,91,13,3,26,25,1
1,1,2911,63,10,-3,25,26,1
1,2,2907,63,10,-3,25,26,1
1,3,2870,54,1,-3,25,26,1
1,1,2826,49,10,-3,25,26,0
1,2,2788,48,9,-3,25,26,1
1,3,2779,56,17,-3,25,26,1
1,1,2734,91,10,3,26,25,0
1,2,2710,86,5,3,26,25,1
2,1,2700,78,10,3,26,25,1
2,2,2672,69,1,3,26,25,0
2,3,2634,71,3,3,26,25,1
2,1,2618,67,10,-3,25,26,0
2,2,2575,65,8,-3,25,26,1
2,3,2568,65,8,-3,25,26,1
2,1,2536,78,10,-9,25,26,0
2,2,2498,71,3,-9,25,26,0
2,3,2458,70,2,-9,25,26,1
2,1,2446,75,10,9,26,25,0
2,2,2418,74,9,9,26,25,1
2,3,2414,74,9,9,26,25,1
2,1,2398,73,10,-9,25,26,1
2,2,2352,73,10,-9,25,26,1
2,3,2310,70,7,-9,25,26,1
2,1,2296,75,10,9,26,25,0
2,1,2269,64,10,9,26,25,0
2,2,2236,64,10,9,26,25,1
2,1,2197,43,10,9,26,25,0
2,2,2166,40,7,9,26,25,1
2,3,2142,35,2,9,26,25,0
2,1,2109,23,10,9,26,25,1
2,2,2103,23,10,15,26,25,1
2,1,2092,72,10,-16,25,26,1
2,1,2078,36,10,16,26,25,1
2,2,2073,36,10,16,26,25,1
2,1,2050,21,10,16,26,25,0
2,2,2018,18,7,16,26,25,0
2,1,1992,9,9,16,26,25,0
2,2,1960,5,5,16,26,25,1
2,3,1936,1,1,22,26,25,0
2,1,1926,79,10,-23,25,26,1
2,2,1919,73,4,-23,25,26,0
2,1,1896,63,10,-23,25,26,0
2,2,1878,65,12,-23,25,26,1
2,2,1845,46,17,-23,25,26,1
2,3,1823,34,5,-23,25,26,1
2,1,1817,16,10,-23,25,26,1
2,2,1812,16,10,-17,25,26,1
3,1,1796,62,10,16,26,25,1
3,1,1761,52,10,16,26,25,0
3,3,1711,62,20,16,26,25,1
3,1,1675,88,10,-16,25,26,1
3,1,1642,72,10,-16,25,26,0
3,2,1608,73,11,-16,25,26,1
3,1,1584,57,10,-16,25,26,1
3,2,1577,57,10,-16,25,26,1
3,3,1572,57,10,-16,25,26,1
3,1,1559,90,10,16,26,25,1
3,2,1532,85,5,16,26,25,1
3,3,1527,85,5,16,26,25,1
3,1,1513,49,10,-16,25,26,0
3,2,1469,40,1,-16,25,26,1
3,3,1461,40,1,-16,25,26,0
3,1,1422,35,10,-16,25,26,1
3,2,1379,35,10,-16,25,26,1
3,3,1337,30,5,-16,25,26,1
3,1,1330,80,10,16,26,25,0
3,2,1304,78,8,16,26,25,0
3,3,1269,78,8,16,26,25,1
3,1,1254,70,10,-16,25,26,1
3,2,1208,75,15,-16,25,26,1
3,3,1204,75,15,-16,25,26,1
3,1,1163,70,10,16,26,25,0
3,2,1133,64,4,16,26,25,1
3,3,1102,63,3,16,26,25,0
3,1,1068,81,10,-16,25,26,1
3,1,1026,70,10,-16,25,26,1
3,2,1018,70,10,-16,25,26,0
3,3,976,66,6,-16,25,26,1
3,1,930,52,10,-16,25,26,1
3,2,927,52,10,-16,25,26,0
4,1,896,42,10,-16,25,26,0
4,2,855,39,7,-16,25,26,1
4,3,812,34,2,-16,25,26,0
4,1,760,37,15,-16,25,26,1
4,2,755,37,15,-16,25,26,1
4,1,709,17,10,-16,25,26,1
4,2,667,10,3,-16,25,26,1
4,3,628,8,1,-16,25,26,0
4,1,585,7,7,-16,25,26,1
4,2,581,7,7,-10,25,26,1
4,1,577,80,10,9,26,25,0
4,1,535,67,10,9,26,25,0
4,2,491,58,1,9,26,25,0
4,1,450,56,10,9,26,25,0
4,1,443,41,10,-9,25,26,1
4,1,397,30,10,-9,25,26,1
4,2,393,30,10,-9,25,26,1
4,1,388,68,10,9,26,25,0
4,2,344,64,6,9,26,25,0
4,3,300,63,5,9,26,25,1
4,1,288,69,10,-9,25,26,1
4,2,266,63,4,-9,25,26,1
4,3,260,63,4,-9,25,26,1
4,1,254,49,10,-9,25,26,1
4,1,217,37,10,-9,25,26,1
4,2,213,37,10,-9,25,26,1
4,1,208,82,10,9,26,25,0
4,2,203,83,11,9,26,25,0
4,3,197,77,5,9,26,25,0
4,1,182,51,10,-9,25,26,1
4,1,173,38,10,-9,25,26,1
4,2,169,38,10,-9,25,26,1
4,3,164,38,10,-9,25,26,1
4,1,152,48,10,6,26,25,0
4,2,120,46,8,6,26,25,0
4,3,74,54,16,6,26,25,0
1,1,3580,85,15,0,32,26,0
1,2,3516,89,19,0,32,26,1
1,3,3510,89,19,0,32,26,0
1,1,3462,47,10,0,32,26,0
1,2,3424,45,8,0,32,26,1
1,3,3419,40,3,0,32,26,1
1,1,3389,21,10,0,32,26,0
1,2,3353,19,8,0,32,26,1
1,3,3317,18,7,0,32,26,1
1,1,3277,7,7,0,32,26,0
1,2,3233,7,7,0,32,26,1
1,3,3192,2,2,0,32,26,0
1,1,3142,80,10,-3,26,32,1
1,2,3134,80,10,-3,26,32,0
1,1,3062,59,10,3,32,26,0
1,2,3028,57,8,3,32,26,1
1,1,2995,49,10,3,32,26,1
1,1,2965,34,10,3,32,26,0
1,2,2928,33,9,3,32,26,0
1,3,2890,28,4,3,32,26,1
1,1,2842,23,10,3,32,26,0
1,2,2802,22,9,3,32,26,0
1,3,2763,20,7,3,32,26,1
1,1,2751,80,10,-6,26,32,0
1,1,2718,50,10,-6,26,32,1
1,2,2709,50,10,-6,26,32,0
2,3,2700,47,7,-6,26,32,1
2,1,2683,98,10,6,32,26,0
2,2,2645,96,8,6,32,26,1
2,3,2637,96,8,6,32,26,1
2,1,2586,70,10,-6,26,32,0
2,1,2551,70,10,-6,26,32,1
2,3,2490,73,13,-6,26,32,1
2,1,2453,68,10,6,32,26,1
2,1,2419,57,10,6,32,26,0
2,2,2378,56,9,6,32,26,1
2,3,2334,52,5,6,32,26,1
2,1,2292,43,10,6,32,26,0
2,2,2255,36,3,6,32,26,1
2,1,2221,20,10,6,32,26,1
2,2,2216,20,10,6,32,26,0
2,1,2165,1,1,6,32,26,0
2,2,2127,1,1,6,32,26,0
2,1,2118,80,10,-7,26,32,0
2,2,2089,75,5,-7,26,32,1
2,1,2049,30,10,-7,26,32,0
2,1,2043,67,10,7,32,26,1
2,2,2002,65,8,7,32,26,0
2,1,1937,30,10,-7,26,32,1
2,2,1920,22,2,-7,26,32,1
2,3,1914,22,2,-7,26,32,0
2,1,1885,16,15,-7,26,32,1
2,3,1836,25,24,-7,26,32,1
3,1,1800,80,10,-7,26,32,0
3,2,1775,77,7,-7,26,32,1
3,3,1772,77,7,-7,26,32,0
3,1,1772,63,10,-7,26,32,0
3,2,1712,63,10,-7,26,32,0
3,3,1670,61,8,-7,26,32,1
3,1,1644,52,10,-7,26,32,1
3,2,1623,62,20,-1,26,32,1
3,1,1614,80,10,1,32,26,0
3,2,1579,75,5,1,32,26,0
3,3,1542,71,1,1,32,26,0
3,1,1490,56,10,-1,26,32,0
3,2,1456,57,11,-1,26,32,1
3,1,1447,13,10,-1,26,32,1
3,2,1442,13,10,-1,26,32,0
3,3,1405,10,7,5,26,32,1
3,1,1397,80,10,-6,32,26,1
3,1,1366,37,10,-6,32,26,1
3,2,1330,31,4,-6,32,26,0
3,3,1293,30,3,-6,32,26,1
3,3,1260,40,13,-6,32,26,1
3,1,1216,18,10,-6,32,26,1
3,2,1179,15,7,-6,32,26,0
3,3,1139,15,7,-6,32,26,1
3,1,1129,80,10,3,26,32,1
3,2,1101,74,4,3,26,32,1
3,3,1095,74,4,3,26,32,1
3,1,1056,69,15,-3,32,26,0
3,2,1018,70,16,-3,32,26,1
3,3,977,55,1,-3,32,26,1
3,1,949,49,10,-3,32,26,0
3,2,910,49,10,-3,32,26,1
3,1,901,58,10,3,26,32,1
4,2,900,58,10,3,26,32,1
4,1,889,39,10,9,26,32,1
4,1,875,81,10,-10,32,26,0
4,2,834,79,8,-10,32,26,1
4,1,810,67,10,-10,32,26,1
4,2,804,67,10,-10,32,26,1
4,1,770,55,10,-10,32,26,1
4,1,743,34,10,-10,32,26,0
4,2,710,35,11,-10,32,26,1
4,3,704,35,11,-10,32,26,1
4,1,685,65,10,10,26,32,0
4,2,645,56,1,10,26,32,0
4,1,588,60,20,10,26,32,1
4,2,553,48,8,10,26,32,0
4,3,527,46,6,10,26,32,1
4,1,515,90,10,-10,32,26,1
4,2,509,90,10,-10,32,26,1
4,3,503,90,10,-10,32,26,1
4,1,452,50,10,10,26,32,0
4,2,416,47,7,10,26,32,0
4,3,380,45,5,10,26,32,1
4,1,365,90,10,-10,32,26,0
4,1,338,74,10,-10,32,26,0
4,2,298,68,4,-10,32,26,0
4,3,259,65,1,-10,32,26,1
4,1,221,63,10,-10,32,26,1
4,1,204,58,10,-10,32,26,0
4,1,163,45,10,-10,32,26,0
4,2,127,42,7,-10,32,26,1
4,1,120,34,10,-10,32,26,1
4,2,92,30,6,-10,32,26,1
4,3,78,30,6,-10,32,26,1
4,1,46,16,10,-10,32,26,1
4,2,42,16,10,-10,32,26,1
4,1,35,4,4,-10,32,26,1
4,2,31,4,4,-4,32,26,1
4,1,26,80,10,3,26,32,1
4,4,10,86,16,3,26,32,1
1,1,3591,57,10,0,26,23,1
1,2,3571,50,3,0,26,23,1
1,1,3550,42,10,0,26,23,0
1,2,3533,41,9,0,26,23,0
1,3,3500,39,7,0,26,23,1
1,4,3493,39,7,0,26,23,1
1,1,3487,61,10,0,23,26,1
1,2,3458,64,13,0,23,26,0
1,3,3418,59,8,0,23,26,1
1,1,3392,38,10,0,23,26,1
1,3,3346,45,17,0,23,26,1
1,1,3334,80,10,0,26,23,1
1,2,3314,74,4,0,26,23,1
1,1,3287,66,10,0,26,23,0
1,2,3265,65,9,0,26,23,1
1,3,3259,65,9,0,26,23,1
1,1,3236,51,10,0,26,23,1
1,1,3205,39,10,0,26,23,0
1,2,3188,30,1,0,26,23,1
