qtr,down,yrdline100,ydstogo,ScoreDiff,pass_proportion,prev_pass_yards,prev_run_yards,consecutive_count,defense_team_id,play_type_numeric
1,1,80,10,0,1,0,0,0,2,1
1,2,78,8,0,0.5,2,0,0,2,0
1,3,76,6,0,0.666666667,2,2,0,2,1
1,1,80,10,-3,0.5,1,2,0,2,0
1,2,92,22,-3,0.6,1,-5,0,2,1
1,3,94,24,-3,0.666666667,0,-5,1,2,1
1,1,80,10,-3,0.714285714,4,-5,2,2,1
1,1,67,10,-3,0.75,6.25,-12,3,2,1
1,2,67,10,-3,0.777777778,6.25,-12,4,2,1
1,3,67,10,-3,0.8,5,0,5,2,1
1,1,53,10,-3,0.818181818,6.8,0,6,2,1
1,2,53,10,-3,0.833333333,4,0,7,2,1
1,3,47,4,-3,0.846153846,2.6,0,8,2,1
1,1,43,10,-3,0.785714286,3.4,0,0,2,0
1,2,43,10,-3,0.733333333,4.25,0,1,2,0
1,3,42,9,-3,0.75,3.333333333,0.5,0,2,1
1,4,42,9,-3,0.705882353,3.333333333,0.5,0,2,0
2,1,80,10,-10,0.722222222,2,0.333333333,0,2,1
2,2,74,4,-10,0.736842105,3,0.333333333,1,2,1
2,1,68,10,-10,0.75,4,0.5,2,2,1
2,1,43,10,-10,0.761904762,9.25,0,3,2,1
2,2,37,4,-10,0.772727273,10.75,0,4,2,1
2,3,37,4,-10,0.782608696,8.6,0,5,2,1
2,4,34,1,-10,0.791666667,8,0,6,2,1
2,1,16,10,-10,0.76,10.4,0,0,2,0
2,2,11,5,-10,0.769230769,6.75,5,0,2,1
2,3,11,5,-10,0.777777778,5.25,5,1,2,1
2,1,94,10,-7,0.785714286,5.25,5,2,2,1
2,2,91,7,-7,0.793103448,5.25,5,3,2,1
2,3,85,1,-7,0.8,2.25,5,4,2,1
2,1,80,10,-10,0.806451613,1.8,0,5,2,1
2,1,80,10,-17,0.8125,1.8,0,6,2,1
2,2,80,10,-17,0.787878788,1.8,0,0,2,0
2,1,69,10,-17,0.794117647,1.5,11,0,2,1
2,2,89,30,-17,0.771428571,0,11,0,2,0
3,1,8,8,-17,0.777777778,0,6,0,2,1
3,2,8,8,-11,0.756756757,0,6,0,2,0
3,1,97,12,-10,0.763157895,0,6.666666667,0,2,1
3,2,91,6,-10,0.769230769,2,4.5,1,2,1
3,1,92,18,-10,0.775,4.333333333,4.5,2,2,1
3,1,73,10,-10,0.780487805,8,8,3,2,1
3,2,66,3,-10,0.761904762,9.75,8,0,2,0
3,3,74,11,-10,0.76744186,9.75,2,0,2,1
3,1,62,10,-10,0.772727273,11.25,2,1,2,1
3,1,47,10,-10,0.777777778,13.25,2,2,2,1
3,2,49,12,-10,0.782608696,10.5,2,3,2,1
3,1,37,10,-10,0.787234043,11.75,2,4,2,1
3,2,37,10,-10,0.770833333,9.4,0,0,2,0
3,1,5,5,-10,0.755102041,8.75,27,1,2,0
3,2,5,5,-4,0.76,6.666666667,13.5,0,2,1
4,1,80,10,-6,0.745098039,5.666666667,13.5,0,2,0
4,2,77,7,-6,0.75,2.5,10,0,2,1
4,1,53,10,-6,0.754716981,14.5,10,1,2,1
4,1,41,10,-6,0.759259259,13.66666667,1.5,2,2,1
4,1,20,10,-6,0.763636364,15.5,3,3,2,1
4,1,1,1,0,0.75,19,3,0,2,0
4,1,80,10,-2,0.754385965,19,1,0,2,1
4,2,76,6,-2,0.75862069,14,1,1,2,1
4,1,69,10,-2,0.762711864,12.75,1,2,2,1
4,2,65,6,-2,0.766666667,8.5,1,3,2,1
4,3,60,1,-2,0.754098361,5,1,0,2,0
4,1,49,10,-2,0.758064516,5,11,0,2,1
4,1,35,10,-2,0.761904762,7.5,11,1,2,1
4,1,41,16,-2,0.765625,12,11,2,2,1
4,2,29,4,-2,0.753846154,14,11,0,2,0
4,3,26,1,-2,0.742424242,17,7,1,2,0
4,1,86,10,-2,0.746268657,17,1.5,0,2,1
4,2,84,8,-2,0.75,13,1.5,1,2,1
4,3,84,8,-2,0.753623188,4.666666667,1.5,2,2,1
1,1,60,10,0,0,0,0,0,9,0
1,2,59,9,0,0.5,0,1,0,9,1
1,3,51,1,0,0.666666667,8,1,1,9,1
1,1,82,10,0,0.5,4,1,0,9,0
1,1,68,10,0,0.4,4,2,1,9,0
1,2,72,14,0,0.5,4,0,0,9,1
1,3,65,7,0,0.571428571,5,-0.5,1,9,1
1,1,80,10,-3,0.5,2.333333333,-0.5,0,9,0
1,2,78,8,-3,0.444444444,3.5,0.333333333,1,9,0
1,3,80,10,-3,0.5,3.5,-1.333333333,0,9,1
2,1,85,10,-3,0.545454545,2.333333333,0,1,9,1
2,2,83,8,-3,0.5,0.666666667,0,0,9,0
2,3,83,8,-3,0.538461538,1,0,0,9,1
2,1,74,10,-3,0.571428571,0.666666667,-1,1,9,1
2,2,72,8,-3,0.533333333,1,0,0,9,0
2,3,85,21,-3,0.5625,1.333333333,-1.5,0,9,1
3,1,80,10,-6,0.588235294,2.333333333,-1.5,1,9,1
3,1,68,10,-6,0.555555556,4.75,-3,0,9,0
3,2,74,16,-6,0.526315789,6.333333333,-4.5,1,9,0
3,3,79,21,-6,0.55,8.5,-4.666666667,0,9,1
3,1,80,10,-12,0.571428571,9.333333333,-5.5,1,9,1
3,2,80,10,-12,0.590909091,7.666666667,-5.5,2,9,1
3,3,80,10,-12,0.608695652,3.666666667,-5.5,3,9,1
3,2,66,15,-12,0.625,2.75,-5,4,9,1
3,1,48,10,-12,0.64,5.8,0,5,9,1
3,1,41,10,-12,0.615384615,4,0,0,9,0
3,1,30,10,-12,0.62962963,5,-5,0,9,1
3,2,21,1,-12,0.642857143,7.25,-5,1,9,1
3,1,16,10,-12,0.655172414,8.5,-5,2,9,1
3,2,7,1,-12,0.666666667,6.25,-5,3,9,1
3,1,3,3,-12,0.677419355,6.75,-5,4,9,1
3,2,3,3,-12,0.6875,5.4,0,5,9,1
3,1,80,10,-12,0.666666667,3.6,0,0,9,0
3,2,71,1,-12,0.676470588,3.25,9,0,9,1
3,3,71,1,-12,0.657142857,1,9,0,9,0
3,1,68,10,-12,0.666666667,0,6,0,9,1
4,1,31,10,-12,0.648648649,7.333333333,6,0,9,0
4,2,28,7,-12,0.657894737,11,5,0,9,1
4,3,28,7,-12,0.666666667,7.333333333,3,1,9,1
4,1,30,10,-9,0.65,7.333333333,3,0,9,0
4,1,77,10,-9,0.658536585,7.333333333,1.5,0,9,1
4,1,66,10,-9,0.666666667,3.666666667,1.5,1,9,1
4,1,53,10,-9,0.674418605,6,0,2,9,1
4,1,80,10,-16,0.681818182,6,0,3,9,1
4,1,70,10,-16,0.688888889,8.5,0,4,9,1
4,1,59,10,-16,0.695652174,9,0,5,9,1
4,2,53,4,-16,0.70212766,8,0,6,9,1
4,1,21,10,-16,0.708333333,11.8,0,7,9,1
4,2,21,10,-16,0.714285714,11.8,0,8,9,1
4,3,12,1,-16,0.7,11.6,0,0,9,0
4,1,3,3,-16,0.68627451,11.75,9,1,9,0
4,2,1,1,-16,0.673076923,13.66666667,5.5,2,9,0
4,3,16,16,-16,0.679245283,4.5,3.666666667,0,9,1
4,4,6,6,-10,0.685185185,9.5,3.666666667,1,9,1
1,1,71,10,0,0,0,0,0,25,0
1,1,61,10,0,0,0,5,1,25,0
1,1,34,10,0,0.333333333,0,16,0,25,1
1,2,34,10,0,0.5,0,16,1,25,1
1,3,37,13,0,0.6,-1.5,16,2,25,1
1,1,20,10,0,0.5,4.666666667,16,0,25,0
1,2,15,5,0,0.428571429,4.666666667,16,1,25,0
1,1,9,9,0,0.5,4.666666667,5.5,0,25,1
1,2,9,9,0,0.444444444,4.666666667,5.5,0,25,0
1,3,12,12,0,0.5,8.5,2.666666667,0,25,1
1,1,98,10,3,0.545454545,0,2.666666667,1,25,1
1,2,98,10,3,0.5,0,1.5,0,25,0
1,3,97,9,3,0.538461538,0,0,0,25,1
1,1,88,10,3,0.5,3,0,0,25,0
1,2,92,14,3,0.466666667,3,-0.5,1,25,0
1,3,91,13,3,0.5,4.5,0,0,25,1
1,1,91,10,3,0.470588235,4.5,0,0,25,0
1,2,86,5,3,0.5,4.5,0.666666667,0,25,1
2,1,78,10,3,0.526315789,4,0.666666667,1,25,1
2,2,69,1,3,0.5,5.666666667,3,0,25,0
2,3,71,3,3,0.523809524,5.666666667,1.5,0,25,1
2,1,75,10,9,0.5,5.666666667,1.5,0,25,0
2,2,74,9,9,0.52173913,5.666666667,-0.5,0,25,1
2,3,74,9,9,0.541666667,3,-0.5,1,25,1
2,1,75,10,9,0.52,0,-0.5,0,25,0
2,1,64,10,9,0.5,0,6,1,25,0
2,2,64,10,9,0.518518519,0,4,0,25,1
2,1,43,10,9,0.5,7,5.5,0,25,0
2,2,40,7,9,0.517241379,10.5,4.666666667,0,25,1
2,3,35,2,9,0.5,13,4.666666667,0,25,0
2,1,23,10,9,0.516129032,13,5,0,25,1
2,2,23,10,15,0.53125,8.666666667,7.5,1,25,1
2,1,36,10,16,0.545454545,9.333333333,7.5,2,25,1
2,2,36,10,16,0.558823529,7,12,3,25,1
2,1,21,10,16,0.542857143,5.75,12,0,25,0
2,2,18,7,16,0.527777778,5.75,3,1,25,0
2,1,9,9,16,0.513513514,7.666666667,6,2,25,0
2,2,5,5,16,0.526315789,0,5.333333333,0,25,1
2,3,1,1,22,0.512820513,2,5.333333333,0,25,0
3,1,62,10,16,0.525,4,4.25,0,25,1
3,1,52,10,16,0.512195122,7,4.666666667,0,25,0
3,3,62,20,16,0.523809524,7,1.666666667,0,25,1
3,1,90,10,16,0.534883721,7.666666667,0.5,1,25,1
3,2,85,5,16,0.545454545,8,0.5,2,25,1
3,3,85,5,16,0.555555556,6,0,3,25,1
3,1,80,10,16,0.543478261,3.5,0,0,25,0
3,2,78,8,16,0.531914894,3.5,2,1,25,0
3,3,78,8,16,0.541666667,1.666666667,1,0,25,1
3,1,70,10,16,0.530612245,0,1,0,25,0
3,2,64,4,16,0.54,0,2.666666667,0,25,1
3,3,63,3,16,0.529411765,0.5,2.666666667,0,25,0
4,1,80,10,9,0.519230769,0.5,1.333333333,1,25,0
4,1,67,10,9,0.509433962,0.5,5.666666667,2,25,0
4,2,58,1,9,0.5,1,6.5,3,25,0
4,1,56,10,9,0.490909091,1,5.5,4,25,0
4,1,68,10,9,0.482142857,0,4.4,5,25,0
4,2,64,6,9,0.473684211,0,5.6,6,25,0
4,3,63,5,9,0.482758621,0,3.2,0,25,1
4,1,82,10,9,0.474576271,0,1.75,0,25,0
4,2,83,11,9,0.466666667,0,1,1,25,0
4,3,77,5,9,0.459016393,0,2.5,2,25,0
4,1,48,10,6,0.451612903,0,0.75,3,25,0
4,2,46,8,6,0.444444444,0,1,4,25,0
4,3,54,16,6,0.4375,0,1.2,5,25,0
1,1,80,10,-3,1,0,0,0,32,1
1,2,80,10,-3,0.5,0,0,0,32,0
1,1,80,10,-6,0.333333333,0,0,1,32,0
1,1,50,10,-6,0.5,0,15,0,32,1
1,2,50,10,-6,0.4,0,15,0,32,0
2,3,47,7,-6,0.5,0,11,0,32,1
2,1,70,10,-6,0.428571429,0,11,0,32,0
2,1,70,10,-6,0.5,0,9.333333333,0,32,1
2,3,73,13,-6,0.555555556,1.333333333,-1,1,32,1
2,1,80,10,-7,0.5,4,-1,0,32,0
2,2,75,5,-7,0.545454545,4,0,0,32,1
2,1,30,10,-7,0.5,19,0,0,32,0
2,1,30,10,-7,0.538461538,19,2.5,0,32,1
2,2,22,2,-7,0.571428571,20.33333333,2.5,1,32,1
2,3,22,2,-7,0.533333333,17.66666667,2.5,0,32,0
2,1,16,15,-7,0.5625,17.66666667,5.5,0,32,1
2,3,25,24,-7,0.588235294,2.666666667,5.5,1,32,1
3,1,80,10,-7,0.555555556,4.5,11,0,32,0
3,2,77,7,-7,0.578947368,3.333333333,7,0,32,1
3,3,77,7,-7,0.55,3.333333333,7,0,32,0
3,1,63,10,-7,0.523809524,3.333333333,8.5,1,32,0
3,2,63,10,-7,0.5,5,5.666666667,2,32,0
3,3,61,8,-7,0.52173913,0,4.75,0,32,1
3,1,52,10,-7,0.541666667,4.5,5.333333333,1,32,1
3,2,62,20,-1,0.56,4.5,5.333333333,2,32,1
3,1,56,10,-1,0.538461538,23.66666667,1,0,32,0
3,2,57,11,-1,0.555555556,23.66666667,0.5,0,32,1
3,1,13,10,-1,0.571428571,25.25,-1,1,32,1
3,2,13,10,-1,0.551724138,23,-1,0,32,0
3,3,10,7,5,0.566666667,30.66666667,1,0,32,1
3,1,80,10,3,0.580645161,13.33333333,1,1,32,1
3,2,74,4,3,0.59375,11.5,3,2,32,1
3,3,74,4,3,0.606060606,4,3,3,32,1
3,1,58,10,3,0.617647059,4,3,4,32,1
4,2,58,10,3,0.628571429,3.2,0,5,32,1
4,1,39,10,9,0.638888889,2,0,6,32,1
4,1,65,10,10,0.621621622,8.6,0,0,32,0
4,2,56,1,10,0.605263158,10.75,9,1,32,0
4,1,60,20,10,0.615384615,14.33333333,7.5,0,32,1
4,2,48,8,10,0.6,18.33333333,7.5,0,32,0
4,3,46,6,10,0.609756098,25.5,5.666666667,0,32,1
4,1,50,10,10,0.595238095,6,5.666666667,0,32,0
4,2,47,7,10,0.581395349,6,3.666666667,1,32,0
4,3,45,5,10,0.590909091,6,2.333333333,0,32,1
4,1,80,10,3,0.6,0,2.333333333,1,32,1
4,4,86,16,3,0.608695652,2.333333333,2.5,2,32,1
1,1,57,10,0,1,0,0,0,23,1
1,2,50,3,0,1,7,0,1,23,1
1,1,42,10,0,0.666666667,7.5,0,0,23,0
1,2,41,9,0,0.5,7.5,1,1,23,0
1,3,39,7,0,0.6,7.5,1.5,0,23,1
1,4,39,7,0,0.666666667,5,1.5,1,23,1
1,1,80,10,0,0.714285714,2.666666667,1.5,2,23,1
1,2,74,4,0,0.75,2,1.5,3,23,1
1,1,66,10,0,0.666666667,3.5,2,0,23,0
1,2,65,9,0,0.7,3.5,1,0,23,1
1,3,65,9,0,0.727272727,3.5,1,1,23,1
1,1,51,10,0,0.75,7,1,2,23,1
1,1,39,10,0,0.692307692,8.5,1,0,23,0
1,2,30,1,0,0.714285714,8.666666667,5,0,23,1
1,1,12,10,0,0.733333333,11,9,1,23,1
1,1,80,10,-7,0.75,11,9,2,23,1
1,2,76,6,-7,0.705882353,8.5,9,0,23,0
1,1,69,10,-7,0.666666667,7.333333333,8,1,23,0
1,1,53,10,-7,0.684210526,7.333333333,11.5,0,23,1
1,1,40,10,-7,0.65,5.666666667,11.5,0,23,0
1,2,40,10,-7,0.619047619,8.5,7.666666667,1,23,0
1,3,39,9,-7,0.636363636,13,6,0,23,1
1,1,29,10,-7,0.608695652,11.5,5.666666667,0,23,0
2,1,20,20,-7,0.625,11.5,2.333333333,0,23,1
2,2,14,14,-7,0.64,8,2.333333333,1,23,1
2,1,81,10,-7,0.653846154,5.333333333,3.5,2,23,1
2,1,68,10,-7,0.62962963,7.25,6,0,23,0
2,2,65,7,-7,0.607142857,6.333333333,4.5,1,23,0
2,1,41,10,-1,0.620689655,6.333333333,13.5,0,23,1
2,1,69,10,0,0.6,18,13.5,0,23,0
2,2,65,6,0,0.580645161,27,10.33333333,1,23,0
2,3,60,1,0,0.5625,41,9,2,23,0
2,1,57,10,0,0.575757576,41,9,0,23,1
2,1,36,10,0,0.588235294,31,4,1,23,1
2,2,43,17,0,0.6,9.5,4,2,23,1
2,3,38,12,0,0.583333333,8,4,0,23,0
2,4,35,9,0,0.594594595,8,3,0,23,1
2,1,93,10,0,0.605263158,6,3,1,23,1
2,2,93,10,0,0.615384615,0.75,3,2,23,1
2,3,87,4,0,0.625,2.75,3,3,23,1
2,1,46,25,0,0.634146341,1.5,3,4,23,1
2,2,28,7,0,0.642857143,4.8,0,5,23,1
2,1,21,10,0,0.651162791,6.2,0,6,23,1
2,2,21,10,0,0.659090909,6.2,0,7,23,1
2,3,21,10,0,0.666666667,5,0,8,23,1
3,1,80,10,0,0.673913043,5,0,9,23,1
3,2,75,5,0,0.659574468,2.4,0,0,23,0
3,1,65,10,0,0.645833333,1.25,10,1,23,0
3,2,62,7,0,0.653061224,1.666666667,6.5,0,23,1
3,3,62,7,0,0.66,1.666666667,6.5,1,23,1
3,1,53,10,0,0.647058824,4.666666667,6.5,0,23,0
3,1,24,10,0,0.634615385,4.5,9,1,23,0
3,2,21,7,0,0.641509434,4.5,6.666666667,0,23,1
3,1,2,2,6,0.62962963,9.333333333,8.5,0,23,0
3,1,13,10,13,0.636363636,14,6.333333333,0,23,1
3,1,50,10,13,0.625,16,6.333333333,0,23,0
3,2,45,5,13,0.631578947,16,3.333333333,0,23,1
3,1,40,10,13,0.620689655,12.33333333,3.5,0,23,0
3,2,39,9,13,0.627118644,9,2.666666667,0,23,1
3,1,16,10,13,0.616666667,13.66666667,3,0,23,0
3,2,16,10,13,0.606557377,14,2,1,23,0
3,3,15,9,13,0.612903226,14,0.666666667,0,23,1
4,1,81,10,16,0.603174603,13.5,0.666666667,0,23,0
4,1,70,10,16,0.59375,13.5,4,1,23,0
4,1,37,10,16,0.6,4,11.25,0,23,1
4,2,37,10,16,0.606060606,2,15,1,23,1
4,1,15,5,16,0.597014925,2,22,0,23,0
4,1,7,7,16,0.588235294,1,17.33333333,1,23,0
4,2,9,9,16,0.594202899,1,13,0,23,1
4,3,3,3,16,0.585714286,2.666666667,3,0,23,0
4,1,83,10,19,0.591549296,4,0.333333333,0,23,1
4,1,72,10,19,0.583333333,8.5,0.333333333,0,23,0
4,1,48,10,19,0.589041096,8.5,0.666666667,0,23,1
4,1,35,10,19,0.581081081,10,2,0,23,0
4,2,35,10,19,0.586666667,12,1.333333333,0,23,1
4,1,30,10,19,0.578947368,8,4.5,0,23,0
4,2,33,13,19,0.571428571,6.5,3.666666667,1,23,0
4,3,31,11,19,0.576923077,6.5,1.333333333,0,23,1
4,1,4,4,28,0.569620253,4,1.333333333,0,23,0
1,1,87,10,-7,0,0,0,0,24,0
1,2,84,7,-7,0.5,0,3,0,24,1
1,3,84,7,-7,0.666666667,0,3,1,24,1
1,1,78,10,-7,0.75,0,3,2,24,1
1,2,78,10,-7,0.8,0,3,3,24,1
1,3,78,10,-7,0.833333333,0,3,4,24,1
1,1,60,10,-7,0.857142857,0.6,0,5,24,1
1,2,53,3,-7,0.75,2,0,0,24,0
1,1,47,10,-7,0.777777778,2.5,6,0,24,1
1,1,32,10,-1,0.8,6.25,6,1,24,1
2,1,67,20,0,0.727272727,14.25,6,0,24,0
2,2,71,24,0,0.75,18,1,0,24,1
2,3,67,20,0,0.769230769,17,1,1,24,1
2,1,62,10,6,0.714285714,12.75,-4,0,24,0
2,2,60,8,6,0.733333333,12,-1,0,24,1
2,1,49,10,6,0.75,5,-1,1,24,1
2,1,75,10,6,0.705882353,3.75,2,0,24,0
2,2,66,1,6,0.666666667,3.666666667,5.5,1,24,0
2,1,64,10,6,0.631578947,5.5,4.333333333,2,24,0
2,2,82,28,6,0.65,5.5,3.666666667,0,24,1
2,3,82,28,6,0.619047619,0,3.666666667,0,24,0
2,1,80,10,6,0.636363636,0,4.25,0,24,1
2,1,68,10,6,0.608695652,6,2.666666667,0,24,0
2,2,63,5,6,0.583333333,6,3.666666667,1,24,0
2,1,55,10,6,0.6,6,6.333333333,0,24,1
2,2,57,12,6,0.576923077,5,6.333333333,0,24,0
2,3,57,12,6,0.592592593,5,4.333333333,0,24,1
2,1,66,10,6,0.607142857,-1,4.333333333,1,24,1
2,2,58,2,6,0.620689655,2,4,2,24,1
2,1,41,10,6,0.633333333,5.75,0,3,24,1
2,2,36,5,6,0.612903226,6.25,0,0,24,0
2,3,32,1,6,0.625,6.25,4,0,24,1
3,1,79,10,9,0.636363636,9.5,4,1,24,1
3,2,76,7,9,0.647058824,8.25,4,2,24,1
3,1,33,10,9,0.657142857,14.75,4,3,24,1
3,2,27,4,9,0.638888889,16.25,4,0,24,0
3,3,31,8,9,0.648648649,16.25,1,0,24,1
3,1,85,10,9,0.657894737,14.5,1,1,24,1
3,2,81,6,9,0.641025641,16,1,0,24,0
